perplexity,perplexity_std,char_std,word_std,intrinsic_dimensions,temporal_burstiness,syntactic_burstiness,wd_burstiness,semantic_burstiness,sentence_burstiness,word_burstiness,syntax_burstiness,unique_words,syntactic_depth,syntactic_repetitiveness,ai,title,topic,section,words,chars
13.88848972,3.514346406,83.15784188,11.42900793,13.12239925,1.335788828,94.67445213,0.004105561,0.158337352,5.129973475,0.05938739,0.176043654,0.570934256,4.0,0.364091208,1,Gnaeus Naevius,People,Europe_5,256,1715
13.42800522,6.052250883,43.14605686,5.991104517,13.26540785,1.51665791,99.86854655,0.003482751,0.185833524,1.64648318,0.058737632,0.128072937,0.575757576,3.95,0.379718844,1,Brett Hull,People,Wingers,345,2094
11.36188984,3.57623451,32.79261154,5.064868464,10.20864457,1.76366715,52.32051282,0.004433831,0.183196994,1.331046312,0.045743381,0.115210179,0.623931624,5.0,0.513600518,1,Acrobatic gymnastics,Everyday life,Other individual sports,221,1576
12.04213715,5.282685059,39.49696191,6.829348432,11.06748149,1.699758186,68.44065041,0.0047506,0.157245396,2.179439252,0.088408281,0.13163003,0.540650407,3.2,0.345113491,1,Cagayan de Oro,Geography,Mindanao,221,1452
9.850637436,2.96326325,37.2016019,4.765950662,13.01506896,2.216923133,68.92461538,0.004039388,0.134546749,1.081632653,0.043876872,0.082222281,0.532307692,4.571428571,0.522730225,1,Intertidal zone,Physical sciences,Oceanography,303,2037
9.209090233,3.515422099,32.47214191,5.06359556,9.218562075,0.99759904,52.31028037,0.005252049,0.195800821,1.308163265,0.046764357,0.101723191,0.537383178,4.7,0.513135748,1,Covalent bond,Physical sciences,Chemical bonds,209,1366
14.77026749,2.190064343,41.07780182,5.810006268,11.61952472,2.595712217,97.04777716,0.003272154,0.204911326,1.664687976,0.052702455,0.118769461,0.539951574,4.25,0.428434278,1,Gustav Mahler,People,Romantic,378,2607
15.92220211,10.61380904,48.96169421,7.281998352,12.00764367,1.828892533,84.52269706,0.003362859,0.144500036,2.466386555,0.081894768,0.196449624,0.5591133,3.166666667,0.361211162,1,Chuck Berry,People,Rock,377,2391
16.38214684,4.275298777,43.01761913,6.377042157,13.34239513,2.205573593,84.15930018,0.003551966,0.157431806,1.848484848,0.046215509,0.131382545,0.561452514,4.5625,0.451718345,1,Cardinal Mazarin,People,France_2,358,2356
11.91952515,5.873485039,43.86429515,5.89962334,9.441256903,2.025567392,76.89351218,0.004131023,0.190425515,1.644356955,0.077645862,0.151686133,0.558718861,3.6,0.362515944,1,Demiurge,Philosophy and religion,Abrahamic and Judaic mythology,275,1884
14.12548256,2.193589672,49.47137219,7.686116633,11.0312094,0.952733313,51.3785124,0.004862308,0.176710178,3.297286822,0.049219406,0.110178225,0.58677686,4.666666667,0.504774866,1,Continuity (fiction),Arts,Narrative,217,1617
13.01632214,3.563922969,36.93829814,4.736862867,11.91267507,0.998108714,64.69688645,0.004363397,0.210098118,1.171455051,0.044956157,0.077472915,0.575091575,5.153846154,0.501919954,1,Deinosuchus,Biology and health sciences,Prehistoric crocodiles,255,1755
10.0824213,3.096717219,61.15826464,9.115005943,12.13871495,1.504646002,57.43831169,0.004807675,0.130075759,3.349282297,0.043410607,0.090637005,0.565789474,4.6,0.484028375,1,Burgundians,History,Europe_4,217,1430
11.04316902,4.61647234,32.34439673,4.833218389,11.00905878,0.806612319,31.70278124,0.004934326,0.160556927,1.216666667,0.050374633,0.105610203,0.534246575,4.636363636,0.438483618,1,Attractor,Mathematics,Dynamical systems,199,1405
11.71169567,2.666872375,32.45073189,5.306599665,11.19517094,1.059842896,77.21438849,0.004225157,0.15091041,1.235087719,0.041691734,0.118690225,0.58778626,4.6,0.357253275,1,K-pop,Arts,Popular music: General,229,1527
13.57350922,5.940309433,75.74622103,11.55378726,10.67887173,1.366839199,64.34274662,0.004585874,0.123383659,4.396135266,0.044814025,0.078683702,0.555555556,5.4,0.466289379,1,Clement of Alexandria,People,Pre-Schism,206,1442
9.061496735,2.393564731,34.80930192,3.460089915,12.00122412,2.397652707,76.81007752,0.004054991,6.74e-08,0.624637681,0.045762203,0.107503413,0.604651163,5.333333333,0.47356847,1,Geology,Physical sciences,Science and medicine,242,1732
10.86203289,3.693666151,52.9101538,7.145802964,10.83529326,1.724833703,81.07914439,0.003799105,0.159009632,1.706926407,0.060531736,0.126340156,0.544378698,4.157894737,0.430149276,1,John C. Breckinridge,People,Other_4,333,2198
12.53735352,2.226582661,35.80415479,4.922842167,10.77391155,1.46825731,50.20222635,0.004722329,0.204926575,1.13377193,0.047856607,0.084805219,0.661290323,4.0,0.425285477,1,Abd al-Mu'min,People,Africa_2,192,1270
9.89419651,3.211482524,29.78740096,5.743843272,12.02493871,1.388833747,64.79876274,0.004454003,0.170468705,1.744755245,0.096856118,0.17364241,0.64628821,2.8,0.343289514,1,André Previn,People,Pianists,224,1480
10.68082905,4.281576316,64.68062564,9.242948597,13.97452035,2.280256642,84.35897436,0.003546119,0.208052392,1.189199255,0.072095116,0.173213514,0.546632124,3.576923077,0.3486068,1,James F. Byrnes,People,Other_10,364,2380
9.841737747,2.133808649,68.95527862,9.658171505,9.436226833,1.853052928,71.18729097,0.004177954,0.149710146,0.941016581,0.061119354,0.116237599,0.534810127,3.944444444,0.43809686,1,Arameans,History,Western Asia,294,1978
16.19668579,4.044063822,34.87228683,5.693563618,13.96753391,1.414760915,63.13002535,0.004629985,0.125447778,1.752252252,0.04919782,0.083438159,0.598393574,4.416666667,0.479288292,1,Ganesha,Philosophy and religion,Hindu mythology,233,1513
14.22093773,5.339506713,29.30774433,4.723475891,11.1772245,1.196796716,70.77398119,0.003862096,6.82e-08,1.127643115,0.062443613,0.138149579,0.568253968,3.388888889,0.356137814,1,Johan Cruyff,People,Association football,294,1894
10.55930328,5.893995912,31.87679685,4.873548942,11.1699668,1.800461292,68.93498088,0.004075059,0.133841308,1.114690364,0.056761152,0.166660287,0.560655738,4.1875,0.428739911,1,Andrei Gromyko,People,USSR,299,1907
9.548604965,3.856120288,23.47786191,3.848376281,12.72017352,1.069950385,83.71295938,0.00461743,0.10015121,0.715458937,0.040585667,0.085782724,0.574468085,4.3,0.497145356,1,Common blackbird,Biology and health sciences,Passerida,199,1327
11.49466038,5.308309465,41.47983111,5.77530663,15.44105076,1.504873294,59.89818182,0.004278952,0.120264777,1.647119342,0.048983686,0.095353463,0.6133829,4.692307692,0.461403317,1,Alan Turing,People,Mathematicians,255,1715
12.06069565,3.175957906,29.4194516,3.822508371,11.85568769,2.186234818,83.16436782,0.004172495,0.071761103,0.650717703,0.042923573,0.078118728,0.545774648,4.75,0.49374477,1,Bengal,Geography,Asia: General,253,1659
15.85995388,4.518753826,37.19542983,4.293891009,12.61102482,1.292272084,61.34845815,0.004358489,0.130920011,0.73019802,0.047192581,0.097706513,0.64,4.727272727,0.416794523,1,Illusions perdues,Arts,19th century fiction,210,1444
8.446594238,2.950586674,45.41498332,7.889023158,10.93524033,1.711038961,88.29010989,0.004043118,0.190060044,3.210622711,0.047583011,0.08731122,0.575,4.538461538,0.450749263,1,Kelp forest,Physical sciences,Oceanography,271,1798
12.85478306,5.680525526,36.3117503,7.333333333,11.77153864,1.230046948,77.43667444,0.004763708,0.209521567,2.37254902,0.075337748,0.155819805,0.55982906,3.75,0.354471286,1,Joseph Karo,People,Judaism,207,1382
7.265563488,1.607706628,31.96262466,4.385701198,11.8924775,1.802763666,68.19829352,0.004045863,0.149946705,1.156954887,0.057101621,0.090024931,0.580204778,3.882352941,0.488491731,1,Electric battery,Technology,Energy,284,2088
12.9716711,3.582450461,47.45355624,6.570641775,11.04807331,1.797771057,85.03282385,0.00389242,0.067998064,2.321146953,0.062245287,0.125832572,0.557377049,4.055555556,0.407631328,1,Existence of God,Philosophy and religion,Philosophy of religion,293,2019
16.02342033,6.758201574,35.4634223,5.816377473,12.9953171,2.424135792,107.5987055,0.003256657,0.175676182,1.615237253,0.04984506,0.10908549,0.546341463,4.85,0.499184491,1,Great Migration (African American),History,Americas_5,408,2743
14.97216702,11.87080319,28.67441756,4.66931142,10.68387026,1.652447552,51.01331305,0.004650873,0.209020749,0.891919192,0.060719085,0.133523122,0.556485356,3.846153846,0.354393867,1,Aulus Cornelius Cossus,People,Early republican period,225,1463
13.13027287,5.580697071,45.00794992,6.350503042,12.66932888,1.42385751,84.91582003,0.003837173,0.130969715,1.2061515,0.0545574,0.106585984,0.585443038,4.5,0.432267039,1,Brooklyn Bridge,Technology,Transport infrastructure,291,1997
12.29756546,5.777871812,45.55916763,6.477984695,12.79261388,1.731709118,88.22293447,0.003700214,0.144977979,1.865079365,0.060122892,0.118751778,0.579710145,3.684210526,0.404489474,1,Gregor Strasser,People,Nazi Germany,335,2164
14.21306705,5.69405879,23.73127796,3.026057632,11.07276295,1.094499149,47.11372278,0.00449299,0.114676669,0.439266616,0.055474897,0.097842265,0.558935361,4.0,0.385244061,1,Conrad Veidt,People,Europe,249,1502
8.899067879,2.292603601,61.88077867,9.080833577,14.27740765,1.108096206,68.2434188,0.004763119,0.175848126,2.412195122,0.051191851,0.10810798,0.586666667,4.818181818,0.380266734,1,Ephesus,History,Asia_3,217,1361
14.09224129,4.24374748,48.66672374,6.693280212,11.90815771,1.562337662,59.0755132,0.004503009,0.182851608,2.036363636,0.050162531,0.106521763,0.590163934,4.666666667,0.423243352,1,Joaquin Murrieta,People,"Thievery, robbery and hijacking",235,1503
11.37235832,3.402949656,29.39005185,4.875976613,11.93331149,1.22099078,71.70157233,0.004287082,0.172821919,1.277177368,0.057667034,0.119996962,0.573584906,4.666666667,0.452014392,1,Charles Boycott,People,Other_3,258,1709
11.53709126,8.286028342,27.23398612,4.582575695,9.87255398,1.675362319,68.90700902,0.004451476,0.150387384,0.913043478,0.040469914,0.137812594,0.515267176,5.0,0.455267249,1,Celtic nations,Geography,Europe and Russia: General,224,1488
10.72545433,3.50156503,65.5866092,9.649219555,12.99937933,0.92937765,64.40047022,0.004717409,0.157011617,3.113270142,0.059025406,0.144224487,0.620689655,3.846153846,0.39239425,1,Burton Richter,People,Physics,219,1510
7.424046516,1.011612476,31.11285908,5.31130869,12.20947497,1.180424795,67.10935441,0.004563559,0.173678791,1.50855615,0.046759287,0.084035646,0.618357488,4.4,0.540347476,1,Financial crisis,Society and social sciences,Banking and financing,201,1505
8.870966911,2.909817113,35.34133557,4.862098312,12.58586762,1.027329813,59.86071726,0.004771674,0.191659754,1.206122449,0.045388097,0.083626624,0.587962963,4.9,0.525509394,1,Cadaver,Biology and health sciences,Human anatomy,201,1440
48.31415939,7.511803568,34.6329323,4.963869458,13.35146675,3.177915377,132.2537347,0.002752388,0.119527877,1.207843137,0.069180479,0.141055361,0.465546218,3.815789474,0.398544488,1,Dragon Ball,Arts,Manga,539,3503
9.820323944,4.074175632,29.61840644,3.929058411,13.06267885,1.139577393,54.67983368,0.004718288,0.152443583,0.636597938,0.035116985,0.072440795,0.6,5.25,0.480198716,1,Gloucestershire,Geography,United Kingdom,202,1341
12.48536777,5.743610561,37.03835849,6.128621378,13.02660238,1.281663291,55.25301205,0.004590947,0.123743241,1.72293578,0.053597097,0.112708348,0.587044534,4.230769231,0.423440114,1,Acherontia lachesis,Biology and health sciences,Lepidoptera,227,1519
11.80166435,7.037765316,21.57982597,3.820413009,10.94997004,2.098797251,86.80860806,0.003960407,0.189328298,0.751388889,0.076816937,0.123514312,0.542944785,3.375,0.420791229,1,John Woo,People,Asia_5,304,1947
11.61993408,4.484022697,31.47086311,4.765795082,12.82176887,1.286079769,84.2021148,0.003989949,0.181164213,1.30445151,0.052248667,0.083633313,0.531914894,3.941176471,0.482388809,1,Clock,Technology,Navigation and timekeeping,313,2043
14.97311974,4.227277185,45.45639615,5.613035973,12.144145,1.529123672,76.46920821,0.003625125,0.172549581,1.877851361,0.053286803,0.094207936,0.586510264,4.111111111,0.523506935,1,Data mining,Technology,Computer software,323,2467
13.39201546,4.539052138,40.33703495,6.548960901,10.09500234,1.636892397,56.96808511,0.004017581,0.150698521,2.218390805,0.084791537,0.160290183,0.571942446,2.96,0.379955413,1,Horses (album),Arts,Rock_2,243,1686
10.16769505,3.751740897,40.80230879,6.538009034,11.97151258,1.647177033,87.19677791,0.00386731,0.170169557,2.020699301,0.041083812,0.085888363,0.547770701,4.846153846,0.473082156,1,Grisons,Geography,Switzerland,289,2012
17.0518055,4.844333727,63.22995223,8.643059605,11.83053441,1.322440336,83.64285714,0.003563258,0.19716087,6.388538576,0.06129348,0.186554466,0.54855643,4.15,0.375571765,1,Battle of Marathon,History,Europe_2,353,2353
10.17647171,3.57382946,32.30183097,6.437684909,13.31218024,2.421013203,90.24185249,0.004103445,0.196951747,1.826336375,0.040759856,0.087031266,0.506289308,5.0,0.494417342,1,Christian ethics,Philosophy and religion,Theology,298,2049
11.0393734,2.846661352,24.82745188,3.846153846,12.3324773,1.289400378,91.46913183,0.003947541,0.182161709,0.731207956,0.084300249,0.179249049,0.570032573,3.291666667,0.363557602,1,Auguste Rodin,People,Sculptors,275,1850
11.94174671,2.059801767,30.79363463,5.02719875,10.90691354,1.559037924,49.83838384,0.004414434,0.157062625,1.330143541,0.051475926,0.110493053,0.595652174,4.416666667,0.460868334,1,Baybars,People,Africa_3,230,1494
8.187324524,2.208220123,41.32815661,6.102431435,10.77707056,1.315812364,49.06330235,0.005067162,0.171279433,1.845208845,0.045607374,0.08813538,0.521912351,4.818181818,0.489798996,1,Friction,Physical sciences,Classical mechanics,215,1467
14.40712643,6.192214665,58.32993187,8.411470411,13.21230621,2.270061296,99.43589744,0.003443117,0.151124795,2.346021712,0.049308074,0.094622217,0.501187648,4.5,0.479937467,1,John C. Frémont,People,Modern,394,2608
17.65820885,7.246052429,22.00378755,2.867441756,12.9826934,1.517786148,67.97324185,0.00436583,0.119678344,0.418079096,0.047899419,0.085325742,0.562737643,4.307692308,0.467211688,1,Book of Job,Philosophy and religion,Books of the Bible,240,1576
11.90568447,5.627328164,43.9347751,6.220467416,10.36581025,0.93356424,43.26633523,0.004322894,0.210232412,1.826765509,0.05442556,0.093380918,0.62992126,4.071428571,0.4310186,1,Alan Shepard,People,Space travelers,250,1580
9.539830208,3.241705793,70.48580629,10.64873493,12.04331922,1.82912234,78.15880322,0.004047278,0.187331587,3.399890889,0.047527149,0.09427384,0.560126582,4.857142857,0.401702386,1,Indus River,Geography,Asia_2,297,1973
10.72301579,4.624628595,33.33674914,6.124061743,11.90588134,1.061845432,52.52307692,0.004619111,0.13093771,1.93683312,0.05985117,0.104318929,0.598290598,4.0,0.416783719,1,Joseph Saidu Momoh,People,Sierra Leone,212,1441
12.11094475,4.562420804,27.47289573,3.4,11.35035218,1.079997051,59.45095272,0.004918206,0.195516204,0.583838384,0.084652219,0.209405536,0.615740741,3.0,0.313749689,1,"Edmund Allenby, 1st Viscount Allenby",People,Britain_2,205,1348
10.54195881,6.353120102,35.77737879,5.580223014,12.07708207,2.151000938,78.06194436,0.00411357,0.154064539,1.3441247,0.04555381,0.070758503,0.511111111,4.428571429,0.466882947,1,Gwalior,Geography,Central India,285,1826
13.0082674,4.532019341,37.67872013,4.959338799,13.40756489,1.411737576,61.25174825,0.00421275,0.160568345,1.037476809,0.077126681,0.171576894,0.583916084,2.833333333,0.353693454,1,Bohemian Rhapsody,Arts,Modern,260,1718
13.2464838,8.122295522,33.51398962,4.399928977,12.57715667,0.758271895,50.44787323,0.004840132,0.142741935,0.810863874,0.035557261,0.07385817,0.657407407,5.5,0.434854765,1,Dark ride,Everyday life,Amusement parks,196,1395
7.164334297,1.674748992,38.25816906,4.573474245,12.75714584,1.309615738,53.23798965,0.004814083,0.156960151,1.130630631,0.04494046,0.064418249,0.552845528,4.75,0.494639114,1,Ephedrine,Biology and health sciences,Specific drugs,235,1619
13.70545006,8.038799616,83.78310968,10.65211038,12.34627713,1.501412282,78.696767,0.004477709,0.136013725,1.709090909,0.057915024,0.118597453,0.556776557,4.0,0.329352439,1,A. Philip Randolph,People,United States_4,269,1770
13.09448338,7.261225004,70.45319257,8.612989826,11.5157155,1.542578983,71.59492274,0.0040345,0.177106505,1.399540758,0.046708517,0.113273904,0.576666667,5.0,0.474363218,1,Chalcolithic,History,Ancient: General,290,2042
10.70383835,5.585191447,42.29090722,6.407460929,13.30786416,1.578165918,69.73850868,0.004273581,0.200118586,1.534605312,0.055455081,0.105599577,0.626415094,3.928571429,0.382085293,1,Easter Island,Geography,South America_3,268,1737
13.76935291,6.847293914,50.5294923,7.208271892,13.31685078,1.732381702,81.86840929,0.003575093,0.099010994,2.217770035,0.046979712,0.089737945,0.553424658,4.0625,0.430359537,1,Abby Wambach,People,Others,334,2176
11.11288643,2.761600961,33.23002219,5.736056463,12.77518625,2.317819606,110.9065217,0.003656403,0.117026437,1.399789695,0.043697573,0.078603835,0.52892562,4.625,0.491589687,1,Amiens,Geography,France,336,2254
14.77628803,9.033925402,40.50650392,5.796835843,12.4711298,1.275496787,47.72049689,0.004152515,0.178186561,1.612173234,0.08356015,0.141665512,0.575645756,3.227272727,0.3691468,1,Hole (band),People,Alternative rock,239,1589
7.932270527,3.205302749,34.06236777,4.949232058,10.79092334,1.204235685,74.05064935,0.004129665,0.134409095,1.284376672,0.046142946,0.095894444,0.549342105,4.642857143,0.504105927,1,Frostbite,Biology and health sciences,Injury,265,1848
13.53900909,2.80653741,58.64556057,8.303417704,14.11377986,1.468108567,68.26202749,0.004227456,0.142519171,2.479643766,0.062879945,0.152957506,0.587628866,3.529411765,0.361555099,1,Dunkirk evacuation,History,World War II,285,1887
20.93839836,3.797196926,27.86003241,3.83325939,13.01719682,2.105345997,123.8777659,0.002977851,0.189311991,0.767590618,0.049184282,0.088488771,0.539956803,4.409090909,0.484237439,1,Bacteria,Biology and health sciences,Biology,419,3116
13.2541008,3.067689303,37.87788768,5.956876279,13.62242772,1.074764865,55.24307452,0.004498047,0.196231638,1.384756098,0.052229873,0.108553875,0.627705628,4.545454545,0.33574149,1,Aki Kaurismäki,People,Europe_4,207,1394
12.70304585,2.392676879,47.1974693,6.037739116,11.72725118,2.342496507,117.1308691,0.003332664,0.129583368,1.701797491,0.048493184,0.107152416,0.481318681,4.19047619,0.459092745,1,Dutch language,Society and social sciences,Germanic languages,425,2886
9.409061432,4.129427591,34.42580141,4.618802154,12.13704196,1.232738095,40.46333333,0.00466383,0.136168255,1.0,0.065471223,0.113205911,0.622119816,4.076923077,0.415066535,1,Arthur Koestler,People,UK and Ireland,195,1366
15.36227798,8.213164824,31.23001136,6.058882667,12.02610988,1.857250538,81.04055728,0.003760612,0.100812512,1.704395604,0.052798769,0.115692646,0.563862928,4.3125,0.432016993,1,Haridwar,Geography,North India,288,1867
7.947418213,0.484470311,44.33717542,6.215150776,13.40459168,1.094272734,64.5,0.004702453,0.160343554,2.135221562,0.047178382,0.087990345,0.618181818,4.909090909,0.512503668,1,Dieting,Everyday life,Basics,192,1348
13.98003197,5.150822501,31.67333263,3.949683532,11.35288215,1.430689655,71.79761905,0.004318465,0.137499705,0.78,0.049058209,0.091840356,0.630630631,4.363636364,0.415578454,1,Aldus Manutius,People,Media and communication,209,1444
10.87621021,3.58784903,38.89904629,5.380577783,12.95988541,1.794966032,112.0033264,0.003465477,0.209095562,1.588753388,0.069035289,0.157125171,0.555248619,3.708333333,0.402613683,1,Jean-Baptiste Colbert,People,Other_2,336,2428
14.70048904,10.12600211,30.0692534,4.253234064,11.80236672,1.023072757,61.55980861,0.00472918,0.142495123,0.947120419,0.045100916,0.089621909,0.650717703,5.0,0.519444764,1,Army ant,Biology and health sciences,Hymenoptera,205,1359
10.90364075,4.815990835,75.80654756,10.8062718,10.12357313,2.187724014,91.91080698,0.004036659,0.154027592,2.527777778,0.035387536,0.100419996,0.527950311,5.454545455,0.479675641,1,Celtic art,Arts,Prehistoric and ancient art,291,1957
11.5036974,2.670557948,33.21032399,4.549089456,11.96162654,1.764731109,67.99326599,0.004092932,0.195582981,0.868841083,0.043182164,0.11522599,0.559322034,4.75,0.438435555,1,Anthony Braxton,People,Jazz and related genres,272,1928
10.58063793,3.80789717,50.18057393,6.359245238,12.13529105,1.093103448,52.96642776,0.004657428,0.16603901,1.982352941,0.041598961,0.095071961,0.585152838,5.0,0.483878326,1,C4 carbon fixation,Biology and health sciences,Basics,227,1626
23.95296478,3.810682714,29.53743388,4.431703961,11.57549896,2.823122457,115.7707132,0.003129185,0.155801949,0.962745098,0.04371025,0.088403279,0.511827957,4.75,0.494952485,1,Chinese opera,Arts,Theatre,441,3100
6.183948994,1.560671654,45.3245102,6.694880774,10.37683257,1.643871291,92.65109489,0.004574831,0.150321131,2.56122449,0.052945383,0.09854239,0.548148148,4.5,0.549242093,1,Fertilizer,Technology,Food and health,235,1760
14.7352457,4.818486405,37.55917142,5.499719409,11.686599,0.589730135,52.51960784,0.00472033,0.182212626,1.479468599,0.043767416,0.091517521,0.671568627,4.0,0.526952594,1,George Steinbrenner,People,Baseball_2,202,1406
12.14708138,2.527121148,21.54467079,3.177855477,11.19456102,1.097937258,42.10052448,0.004883691,0.156293253,0.507759156,0.047980521,0.096570038,0.584541063,4.8,0.459992431,1,Gurdwara,Philosophy and religion,Sikhism,194,1273
12.91242886,1.973883173,56.98121949,8.130767184,12.73492766,1.934710099,89.94264677,0.003578853,0.187601025,2.890027322,0.041571089,0.087385929,0.508860759,4.625,0.423697867,1,Canaan Banana,People,Zimbabwe and Rhodesia,364,2400
10.82765198,2.467816801,37.61579584,5.749078458,12.80782998,2.654290112,82.04589372,0.00352664,0.060996042,1.52685422,0.060538625,0.125641706,0.497560976,3.863636364,0.407511045,1,Economy of South Korea,Society and social sciences,Economy by country,380,2716
11.42822838,6.226659452,30.85556863,5.878944078,12.10320773,1.209308176,71.18848355,0.004515578,0.209124426,1.793310463,0.050872038,0.113430876,0.60944206,4.5,0.474021267,1,Ice shelf,Physical sciences,Glaciology,227,1514
9.917825699,8.145446365,59.37315553,8.873869625,9.90874007,1.748794873,57.68938286,0.004408386,0.210490117,1.340174672,0.053112768,0.169468963,0.524904215,4.230769231,0.400990466,1,Giza pyramid complex,Arts,Africa,247,1549
11.0896244,6.639306755,27.13932958,4.0,13.16087026,1.586956522,60.2841787,0.004629257,0.1307209,0.695652174,0.050218594,0.099496334,0.591111111,4.454545455,0.45302064,1,Heinrich Harrer,People,Human geographers and cartographers,206,1262
16.28587532,3.556629764,44.29816588,5.608921465,13.30904511,1.775960474,107.2967554,0.003237773,0.144424177,1.728571429,0.058420431,0.128614633,0.555555556,4.043478261,0.457012153,1,Ebola,Biology and health sciences,Infectious disease,391,2800
8.735469818,3.35503874,40.47617803,5.698169513,10.48625359,1.26994607,57.46346154,0.004713929,0.209469353,1.384939442,0.06595846,0.182432492,0.561181435,3.571428571,0.378195509,1,Claudia Cardinale,People,Europe_2,206,1338
13.82600403,7.324096067,39.76833958,6.264427792,11.88437292,1.378837863,70.44767845,0.003811913,0.188172703,1.712424242,0.083480917,0.264047366,0.556231003,3.043478261,0.315864207,1,Blur (band),People,Alternative rock,287,1890
13.78860188,6.653092059,47.851169,6.521299238,12.34609449,2.023629276,124.0630073,0.003494359,0.199161594,1.916725352,0.057024131,0.116338713,0.515306122,4.619047619,0.426312523,1,Jan Matejko,People,Modern era,370,2418
12.67510605,4.676904698,38.35288617,4.593695769,13.28975521,1.976054422,85.7002457,0.003815813,0.1802638,0.984761905,0.05810445,0.135249098,0.537537538,4.111111111,0.386226118,1,Edward the Elder,People,Monarchs of England,321,2172
9.13698864,1.435947373,22.8716224,3.725123248,13.80742796,1.394744465,42.14705882,0.004526771,0.195996652,0.69770329,0.042092694,0.093032574,0.61,5.111111111,0.54037893,1,Heterosexuality,Everyday life,Sexuality and gender,187,1456
8.068772316,0.94443748,31.43157453,3.664501525,11.02539931,0.969531672,70.32491389,0.004250819,0.076265125,0.789915966,0.0502249,0.078737124,0.601503759,4.071428571,0.503996798,1,Inline skates,Everyday life,Sports equipment,232,1569
10.43911362,1.714845045,51.24017521,6.8168274,13.6837839,2.010252852,72.4411215,0.004275976,0.08775382,2.27294686,0.042833287,0.097604747,0.627358491,4.888888889,0.467976991,1,History of Asia,History,History by region,192,1310
9.796774864,3.433115712,37.63485382,5.097275961,11.85320295,2.00308177,66.61449275,0.003913135,0.197239712,1.307829978,0.045316569,0.098841279,0.537993921,5.0,0.495255828,1,Adolphe Thiers,People,France_3,322,2182
12.72195244,3.616520668,43.26508718,8.01444976,11.36582997,1.422566086,70.58195858,0.004447268,0.150156384,3.006576402,0.047328024,0.106397332,0.594594595,4.916666667,0.454173597,1,John Searle,People,Americas,245,1710
13.94412041,4.714786011,41.31807584,6.039661303,11.6477294,2.160209699,77.4483066,0.003703897,0.188954026,1.771764706,0.0601012,0.121001496,0.480392157,4.0,0.40404311,1,Elision,Society and social sciences,Sound change and alternation,342,2228
