sentence_burstiness,word_burstiness,syntax_burstiness,unique_words,syntactic_depth,syntactic_repetitiveness,ai,title,topic,section,words,chars
0.902842862,0.033244035,0.089236575,0.529761905,7.090909091,0.499262986,1,Celtic art,Arts,Prehistoric and ancient art,291,1957
0.735962567,0.034340105,0.074088776,0.540625,8.272727273,0.500737217,1,Anthony Braxton,People,Jazz and related genres,272,1928
1.225110132,0.036205888,0.0743464,0.590038314,6.6,0.466034187,1,C4 carbon fixation,Biology and health sciences,Basics,227,1626
0.900113379,0.040368035,0.083130922,0.477669903,6.7,0.501557315,1,Chinese opera,Arts,Theatre,441,3100
2.03556231,0.047734344,0.112219514,0.545787546,5.714285714,0.534557664,1,Fertilizer,Technology,Food and health,235,1760
2.02090209,0.035562423,0.076860468,0.623376623,6.555555556,0.461036774,1,George Steinbrenner,People,Baseball_2,202,1406
0.650630011,0.039468809,0.07290069,0.537444934,7.111111111,0.500104554,1,Gurdwara,Philosophy and religion,Sikhism,194,1273
3.260989011,0.04093663,0.096095132,0.487922705,6.5,0.420535197,1,Canaan Banana,People,Zimbabwe and Rhodesia,364,2400
1.40495356,0.038123621,0.094698673,0.48245614,7.176470588,0.451228639,1,Economy of South Korea,Society and social sciences,Economy by country,380,2716
0.980376452,0.042329264,0.113208701,0.545816733,6.181818182,0.462645347,1,Ice shelf,Physical sciences,Glaciology,227,1514
1.474089069,0.036921302,0.106256819,0.519434629,5.7,0.463270719,1,Giza pyramid complex,Arts,Africa,247,1549
0.907227616,0.037601903,0.072562172,0.597457627,6.555555556,0.458563456,1,Heinrich Harrer,People,Human geographers and cartographers,206,1262
1.649488491,0.04527987,0.12523821,0.518358531,6.95,0.460186568,1,Ebola,Biology and health sciences,Infectious disease,391,2800
1.625674218,0.035512947,0.083132933,0.520325203,7.111111111,0.431234993,1,Claudia Cardinale,People,Europe_2,206,1338
1.95877193,0.037338661,0.146856868,0.524495677,6.583333333,0.443686087,1,Blur (band),People,Alternative rock,287,1890
1.707432432,0.036822335,0.079792448,0.510791367,6.625,0.482202245,1,Jan Matejko,People,Modern era,370,2418
1.105696484,0.037284359,0.080606176,0.497326203,7.571428571,0.463463855,1,Edward the Elder,People,Monarchs of England,321,2172
0.703505645,0.03876621,0.066584963,0.612903226,6.777777778,0.526436672,1,Heterosexuality,Everyday life,Sexuality and gender,187,1456
0.764778325,0.050376495,0.082670823,0.582089552,5.5,0.486668717,1,Inline skates,Everyday life,Sports equipment,232,1569
1.90625,0.040067652,0.089147966,0.56223176,6.222222222,0.486756769,1,History of Asia,History,History by region,192,1310
1.750724638,0.041106097,0.10070593,0.505291005,6.6,0.473706882,1,Adolphe Thiers,People,France_3,322,2182
1.706864564,0.038694106,0.087448786,0.54676259,7,0.506324177,1,John Searle,People,Americas,245,1710
1.496388029,0.046523342,0.127879973,0.455421687,5.882352941,0.47692394,1,Elision,Society and social sciences,Sound change and alternation,342,2228
1.861625101,0.041011014,0.090628179,0.564393939,6.454545455,0.470299092,1,House of Cards (American TV series),Arts,Post-1999,226,1461
1.662337662,0.039515354,0.073146922,0.498220641,6.272727273,0.465706549,1,Ancient Mesopotamian underworld,History,Western Asia,252,1660
1.387238724,0.037307462,0.095036145,0.614035088,6.555555556,0.489040453,1,Gila monster,Biology and health sciences,Reptiles,202,1306
0.747252747,0.039286104,0.097550267,0.534534535,6.461538462,0.504514784,1,Belo Horizonte,Geography,Brazil_2,280,1913
2.058874459,0.041030925,0.099131558,0.489247312,7.071428571,0.470177857,1,Augustus III of Poland,People,Poland and Lithuania_2,330,2162
1.446666667,0.035265357,0.082518036,0.530973451,7.083333333,0.448047156,1,Kandy,Geography,Sri Lanka,300,1934
0.909090909,0.038950692,0.062600757,0.543046358,6.75,0.481690062,1,Anna Anderson,People,White collar crime,264,1714
1.643192488,0.035570531,0.114283104,0.53125,7.222222222,0.458011973,1,Jean-Michel Basquiat,People,Street art,213,1314
0.797142857,0.043830518,0.078908056,0.527950311,6.285714286,0.481456028,1,Evangelicalism,Philosophy and religion,Branches,275,2009
1.438916256,0.042491101,0.090467896,0.521551724,6.8,0.479391169,1,Buckingham π theorem,Physical sciences,Basics,206,1388
1.372340426,0.034747786,0.072639803,0.598253275,5.875,0.47212447,1,Film noir,Arts,Film genres,188,1296
0.713971397,0.038383299,0.067856504,0.6,6.777777778,0.53429294,1,Iranian architecture,Arts,Styles,202,1396
1.64743083,0.039960926,0.114825858,0.579335793,5.636363636,0.479813381,1,Ferret,Biology and health sciences,Mustelidae,230,1494
1.84293755,0.041402181,0.082349688,0.529239766,6.846153846,0.484378416,1,Jennifer Connelly,People,United States_2,288,1878
0.829557713,0.036481709,0.080345747,0.56779661,6.222222222,0.496875567,1,Ivan Konev,People,Soviet Union/Russia,206,1305
1.483333333,0.037537633,0.10028124,0.610441767,7.6,0.496115955,1,Dorudon,Biology and health sciences,Cetaceans,216,1431
2.770422535,0.039339918,0.101912077,0.537848606,7.2,0.441508486,1,East African Community,Society and social sciences,Intergovernmental organizations,213,1488
0.966768526,0.046620088,0.111375144,0.550964187,6.235294118,0.477285421,1,Google Maps,Technology,Utility,308,2141
0.937130802,0.034019304,0.098467017,0.595744681,7.3,0.518585094,1,Black Mirror,Arts,United Kingdom_2,237,1700
2.056338028,0.037311321,0.098844592,0.614107884,7.111111111,0.454902749,1,Caral,History,Americas,213,1478
2.501572327,0.04447169,0.118092262,0.490131579,7.083333333,0.450333864,1,Equality (mathematics),Mathematics,Other algebra topics,268,1725
1.657342657,0.0402496,0.107973997,0.5,6.076923077,0.467195644,1,Grand Slam (tennis),Everyday life,Other individual sports,286,1796
1.897275139,0.034939072,0.098730762,0.517241379,7.153846154,0.448806295,1,Dallas,Geography,South,319,2115
1.950814984,0.039500223,0.093384188,0.483766234,6.769230769,0.473505264,1,Kevin Brownlow,People,"Art historians, theorists and critics",269,1749
2.500658762,0.050219288,0.118089007,0.481327801,5.636363636,0.48736417,1,Interval (music),Arts,Music theory,207,1355
1.438587149,0.048981025,0.08518303,0.460490463,6.222222222,0.537433893,1,Chemical process,Physical sciences,Chemical engineering,313,2393
1.468796592,0.040796659,0.064793081,0.531609195,8.133333333,0.504938041,1,Elizabeth Needham,People,Sex work,313,2105
1.108916938,0.047446633,0.096231271,0.505617978,6.125,0.503205634,1,Binomial nomenclature,Biology and health sciences,Genetics and taxonomy,307,2254
1.158706468,0.04119086,0.096445273,0.55785124,6.2,0.505017829,1,History of the web browser,History,History of communication and information technology,201,1384
1.555357143,0.037708998,0.118405365,0.598455598,6.3,0.486056354,1,Ionosphere,Physical sciences,Geophysics,224,1615
1.372627373,0.037084903,0.089999378,0.477653631,7.384615385,0.459698813,1,Abraham Ortelius,People,Human geographers and cartographers,308,2041
1.914645103,0.039398392,0.098316025,0.512534819,6.285714286,0.491744879,1,Hartsfield–Jackson Atlanta International Airport,Technology,North America,318,2212
0.256977357,0.034052839,0.087671249,0.576,6.444444444,0.479810589,1,GUAM Organization for Democracy and Economic Development,Society and social sciences,Non-governmental organizations,211,1600
0.912018592,0.037807743,0.081786556,0.537459283,7,0.510319263,1,Bitches Brew,Arts,Jazz_2,251,1745
2.165474974,0.037611993,0.108594858,0.570032573,7.090909091,0.478932722,1,J. Robert Oppenheimer,People,Modern_10,267,1754
2.961244019,0.040241249,0.122680553,0.6,7.2,0.448387823,1,Conflict minerals law,Physical sciences,Earth science basics: General,209,1485
2.104899497,0.034365419,0.083049476,0.557446809,7.375,0.376013013,1,Five Dynasties and Ten Kingdoms period,History,East Asia_2,199,1337
2.005284553,0.039104682,0.087743736,0.520618557,7.466666667,0.40907051,1,Jane Fonda,People,United States_2,328,2143
1.03245614,0.037039143,0.080010257,0.570175439,7.25,0.458660691,1,Bono,People,Rock: General,285,1882
1.285497112,0.04410414,0.103847352,0.549295775,6.307692308,0.543584909,1,Conceptual art,Arts,Contemporary art,253,1730
1.64184953,0.041756954,0.08832172,0.575091575,7.363636364,0.474882857,1,Andes,Geography,Terrestrial features,232,1576
2.910964912,0.042239301,0.108394812,0.548746518,5.933333333,0.444754907,1,Chyna,People,Professional wrestling,304,2019
1.126666667,0.036294178,0.103200634,0.478134111,6.916666667,0.511354237,1,Enlil,Philosophy and religion,Mesopotamian mythology,300,1909
0.596568091,0.037698624,0.072658967,0.606382979,7.454545455,0.494073912,1,Doggerland,Geography,Seabed,249,1700
0.988476312,0.042989662,0.10369981,0.552123552,5.727272727,0.46413255,1,Cake,Everyday life,Food types,213,1426
1.746757458,0.041120117,0.081092153,0.548494983,6.666666667,0.471909292,1,Carl Lewis,People,Athletics,257,1633
1.817948718,0.041594199,0.114916074,0.595744681,5.6,0.505031768,1,Double-entry bookkeeping,Society and social sciences,Accounting,197,1412
2.68211527,0.039902259,0.137355058,0.606635071,7.111111111,0.436252075,1,Jean Nouvel,People,Architects,187,1292
2.079075426,0.038113692,0.077118894,0.50591716,5.916666667,0.493104111,1,"Crosby, Stills, Nash & Young",People,Rock: General,276,1799
1.024509804,0.038676541,0.111688356,0.50862069,6.588235294,0.473966229,1,Carlos Salinas de Gortari,People,Mexico_2,408,2766
1.980243161,0.039969425,0.09157844,0.498666667,7.714285714,0.468268559,1,Cato the Younger,People,Roman Republic,329,2121
1.930418719,0.034474895,0.089919388,0.552173913,7.125,0.406397106,1,Henry III of France,People,Monarchs,203,1254
2.84743083,0.040695969,0.068009,0.547528517,7.181818182,0.470766269,1,Emperor angelfish,Biology and health sciences,Acanthomorpha,230,1556
1.046835443,0.035457615,0.086142823,0.563432836,7.6,0.487480525,1,Billy Wright (loyalist),People,Terrorism,237,1550
1.160365854,0.03414537,0.070734962,0.545816733,8.25,0.389756717,1,Daozang,Philosophy and religion,Books,205,1374
2.303055326,0.038026154,0.116843527,0.475124378,7,0.427162277,1,Congress of Berlin,History,Eastern Europe,346,2322
1.154761905,0.043954156,0.070487861,0.555984556,5.416666667,0.50686189,1,Gooseberry,Biology and health sciences,Berries,224,1421
1.478142077,0.04282366,0.097493913,0.561837456,5.916666667,0.492815465,1,Ali Abdullah Saleh,People,Yemen,244,1596
0.23513986,0.044564915,0.055774308,0.535564854,6.090909091,0.506092596,1,Jargon,Society and social sciences,Descriptive linguistics,208,1479
2.167781494,0.042303159,0.111237363,0.503205128,6.230769231,0.48103104,1,Guadalupe Victoria,People,Mexico,276,1834
1.346464646,0.034019814,0.083216377,0.57518797,8.444444444,0.440860981,1,David Simon,People,"Showrunners, television writers and producers",220,1467
0.882621083,0.041688356,0.079726573,0.559006211,5.846153846,0.48475429,1,Channel Islands,Geography,Europe_3,270,1814
1.233716075,0.039363407,0.097069087,0.462765957,6.6,0.449226879,1,Civilization (series),Everyday life,US products,479,3286
0.81855593,0.045277027,0.102601848,0.612318841,5.615384615,0.455828159,1,Heath Ledger,People,Oceania,244,1588
1.831196581,0.035488308,0.079509047,0.569105691,6.888888889,0.450696443,1,John Bunyan,People,Europe_3,208,1391
1.906882591,0.045493137,0.087678753,0.503267974,5.846153846,0.514167938,1,Flag of South Korea,History,Asia,266,1711
2.122200264,0.042739955,0.084876649,0.562068966,6.5,0.494975148,1,Almoravid dynasty,History,Africa_3,253,1733
2.115942029,0.036442116,0.091494662,0.596566524,6.222222222,0.498432893,1,Harald Fairhair,People,Scandinavia,207,1337
1.86907994,0.038472018,0.077533584,0.518518519,8.058823529,0.443959988,1,Germany,Geography,Countries,390,2629
0.809384164,0.038849954,0.073194429,0.519298246,7.181818182,0.507635223,1,History of Galicia,History,Europe_2,248,1667
1.578930768,0.040739217,0.090135631,0.492990654,6.352941176,0.477794941,1,Durrani Empire,History,Central and Western Asia,373,2471
1.229902714,0.035785508,0.07963336,0.581673307,6.444444444,0.501767284,1,Cello Suites (Bach),Arts,Baroque,217,1488
2.681609195,0.038641139,0.088924391,0.462809917,7.277777778,0.478605811,1,Australopithecus sediba,Biology and health sciences,Australopithecines,435,2841
0.999080601,0.045598393,0.084296882,0.548951049,5.923076923,0.522087211,1,House of Romanov,History,Eastern Europe and Central_2,251,1694
1.69927411,0.036205539,0.081671284,0.567741935,7.636363636,0.487955007,1,Bob Hawke,People,Prime ministers_2,263,1744
2.062714777,0.036596706,0.088148571,0.528700906,7.416666667,0.4918608,1,Crater Lake National Park,Geography,North America_4,291,1858
0.434343434,0.038847323,0.101780651,0.585152838,5.666666667,0.46059392,1,Babur,People,"Central Asia, Iran, Caucasus_2",198,1208
0.686792453,0.040994772,0.078764511,0.567226891,6.9,0.517595115,1,Interplanetary dust cloud,Physical sciences,Solar System,212,1435
1.417288557,0.034635972,0.077987984,0.542372881,7.375,0.505449679,1,Ghaznavids,History,Central Asia and Iran,201,1352
2.043859649,0.038533235,0.098724574,0.514754098,6.416666667,0.454064713,1,JPEG,Technology,File format,266,1757
0.830232558,0.037705067,0.100245295,0.632,6.2,0.493507167,1,Amtrak,Society and social sciences,Rail operators,215,1561
2.575294748,0.034476673,0.101792044,0.583569405,6.5,0.387256635,1,Donald Trump,People,United States_2,311,2071
1.041230366,0.03340051,0.06343299,0.577777778,7.25,0.494470575,1,"Hartford, Connecticut",Geography,Northeast,192,1260
1.346187555,0.037495512,0.094530341,0.53002611,7.285714286,0.464018827,1,Giacomo Meyerbeer,People,Romantic,326,2243
0.742179072,0.034024123,0.099100162,0.601659751,6.555555556,0.479914985,1,Berkeley Open Infrastructure for Network Computing,Technology,Science,206,1585
3.728609626,0.036314139,0.097883082,0.512987013,7,0.344760722,1,Hyades (star cluster),Physical sciences,Other notable objects,272,1715
1.941176471,0.038746015,0.064062586,0.545064378,8.111111111,0.446805242,1,Daeva,Philosophy and religion,Legendary creatures,204,1390
1.779165297,0.043695074,0.098462045,0.52970297,6.235294118,0.482819577,1,French invasion of Russia,History,Eastern Europe,358,2385
0.8,0.039206208,0.106622842,0.612612613,6.666666667,0.47980934,1,Bulgars,History,Europe_4,195,1350
1.241463415,0.041844901,0.105371382,0.533613445,6.6,0.53139305,1,Greek Dark Ages,History,Europe_4,205,1381
1.01702509,0.032915507,0.107915097,0.538745387,8.333333333,0.479722807,1,Homo naledi,Biology and health sciences,Homo,248,1604
1.237391584,0.03374373,0.084796512,0.525373134,6.727272727,0.441318073,1,Fantasia (1940 film),Arts,Animation,283,1905
2.558733685,0.040298038,0.098680429,0.523076923,6.076923077,0.454379367,1,Kartikeya,Philosophy and religion,Hindu mythology,277,1875
2.102304147,0.040730473,0.094037782,0.464788732,6.285714286,0.476152613,1,Crystal oscillator,Technology,Functional circuits,310,2289
0.816161616,0.040216033,0.06688483,0.578723404,6.8,0.538355895,1,Guild,History,Post-classical: General,198,1429
1.368421053,0.042245489,0.08345526,0.537549407,6.363636364,0.524340593,1,Amoebozoa,Biology and health sciences,Other organisms,209,1552
1.328432659,0.038348022,0.087397658,0.557228916,7.230769231,0.491853386,1,Khalid Sheikh Mohammed,People,Terrorism,293,1905
1.182170543,0.039234181,0.089709676,0.540453074,7.333333333,0.466931674,1,Aphra Behn,People,Early modern_3,258,1731
2.787783044,0.036712356,0.070521499,0.566115702,6.666666667,0.428441995,1,Belgae,History,Europe_4,211,1374
0.863402062,0.035336535,0.084276273,0.573991031,6.875,0.464150354,1,Ezekiel Kemboi,People,Athletics,194,1239
2.467929293,0.043859973,0.08948074,0.471403813,6.833333333,0.468791765,1,Eritrea,Geography,East Africa,495,3360
2.039985052,0.045041362,0.092891046,0.563706564,6.25,0.451282861,1,Forced displacement,Society and social sciences,Crimes against international law,223,1584
2.625581395,0.038819003,0.096575649,0.544354839,6.8,0.421042616,1,Deke Slayton,People,Space travelers,215,1345
1.296153846,0.041440676,0.0773175,0.563786008,6.8,0.518613996,1,Bra,Everyday life,Clothing and fashion,208,1376
0.998550725,0.046897073,0.119238672,0.534883721,5.75,0.502680394,1,FIBA Basketball World Cup,Everyday life,Team sports,230,1544
1.494949495,0.035703185,0.096936003,0.57605178,6.636363636,0.432109063,1,GSM,Technology,Networks,261,1809
1.176294523,0.045039031,0.096644032,0.527027027,6.384615385,0.525057907,1,Beauty,Philosophy and religion,Aesthetics,257,1781
