sentence_burstiness,word_burstiness,syntax_burstiness,unique_words,syntactic_depth,syntactic_repetitiveness,ai,title,topic,section,words,chars
1.873471558,0.044869962,0.097768195,0.614035088,4.4,0.467700584,1,Gila monster,Biology and health sciences,Reptiles,202,1306
0.492419989,0.066482129,0.172954958,0.549206349,3.142857143,0.364530665,1,Belo Horizonte,Geography,Brazil_2,280,1913
1.519654842,0.056425848,0.118454596,0.537993921,4.235294118,0.398380609,1,Augustus III of Poland,People,Poland and Lithuania_2,330,2162
1.221822542,0.051721702,0.085901584,0.546623794,4.333333333,0.390235732,1,Kandy,Geography,Sri Lanka,300,1934
1.182170543,0.050727264,0.092121269,0.582142857,4.714285714,0.460814557,1,Anna Anderson,People,White collar crime,264,1714
1.477324263,0.045622635,0.111427455,0.633027523,5.1,0.469538475,1,Jean-Michel Basquiat,People,Street art,213,1314
0.58612687,0.050189735,0.098582738,0.561290323,4.4,0.484579653,1,Evangelicalism,Philosophy and religion,Branches,275,2009
1.883333333,0.044498582,0.094420953,0.573394495,4.6,0.504208661,1,Buckingham π theorem,Physical sciences,Basics,206,1388
1.51344086,0.071974976,0.16727279,0.634259259,3.571428571,0.371840561,1,Film noir,Arts,Film genres,188,1296
2.330769231,0.044653828,0.096342205,0.628440367,4.5,0.43234194,1,Iranian architecture,Arts,Styles,202,1396
1.7827051,0.039104879,0.080785208,0.545787546,5.181818182,0.487349392,1,Ferret,Biology and health sciences,Mustelidae,230,1494
1.660325338,0.078096598,0.139996921,0.546583851,3.47826087,0.395236048,1,Jennifer Connelly,People,United States_2,288,1878
1.128563118,0.040784551,0.069599837,0.653658537,4.444444444,0.52592046,1,Ivan Konev,People,Soviet Union/Russia,206,1305
1.069902913,0.055019442,0.102021175,0.592920354,4.833333333,0.394045439,1,Dorudon,Biology and health sciences,Cetaceans,216,1431
2.848837209,0.045203632,0.099567092,0.53526971,5.454545455,0.477522041,1,East African Community,Society and social sciences,Intergovernmental organizations,213,1488
1.583424408,0.048331592,0.097515822,0.580645161,4.470588235,0.487900276,1,Google Maps,Technology,Utility,308,2141
1.401680672,0.059831123,0.176246376,0.587591241,3.352941176,0.325806168,1,Black Mirror,Arts,United Kingdom_2,237,1700
3.612195122,0.039878791,0.072242679,0.617777778,5.777777778,0.465732089,1,Caral,History,Americas,213,1478
2.712815405,0.054840899,0.121072859,0.53024911,4.692307692,0.43887999,1,Equality (mathematics),Mathematics,Other algebra topics,268,1725
1.935945096,0.066097242,0.186248566,0.514754098,3.555555556,0.324782895,1,Grand Slam (tennis),Everyday life,Other individual sports,286,1796
1.436410256,0.0801286,0.14224477,0.532544379,3.125,0.343550336,1,Dallas,Geography,South,319,2115
2.177230769,0.058661574,0.121539441,0.532608696,4.066666667,0.401153784,1,Kevin Brownlow,People,"Art historians, theorists and critics",269,1749
2.524621212,0.054014893,0.123148444,0.545454545,4.363636364,0.47402542,1,Interval (music),Arts,Music theory,207,1355
0.936285936,0.068646555,0.1015744,0.50617284,4,0.497674489,1,Chemical process,Physical sciences,Chemical engineering,313,2393
1.65566343,0.044857727,0.084287498,0.551515152,5.2,0.51861801,1,Elizabeth Needham,People,Sex work,313,2105
1.098684211,0.050745471,0.117332004,0.513119534,4.647058824,0.490217755,1,Binomial nomenclature,Biology and health sciences,Genetics and taxonomy,307,2254
1.072972973,0.062449111,0.122031943,0.630841121,4.076923077,0.447064597,1,History of the web browser,History,History of communication and information technology,201,1384
1.875471698,0.047349155,0.101468293,0.599137931,4.545454545,0.499776292,1,Ionosphere,Physical sciences,Geophysics,224,1615
1.710533369,0.047440747,0.108099108,0.523364486,4.2,0.442456349,1,Abraham Ortelius,People,Human geographers and cartographers,308,2041
2.540221914,0.04235776,0.094303184,0.574404762,4.857142857,0.477214823,1,Hartsfield–Jackson Atlanta International Airport,Technology,North America,318,2212
0.392664509,0.036438169,0.077522891,0.576923077,4.777777778,0.493356937,1,GUAM Organization for Democracy and Economic Development,Society and social sciences,Non-governmental organizations,211,1600
1.128600823,0.102035333,0.233525086,0.605734767,2.407407407,0.277684305,1,Bitches Brew,Arts,Jazz_2,251,1745
1.715177526,0.068834438,0.149312517,0.616858238,3.411764706,0.345660531,1,J. Robert Oppenheimer,People,Modern_10,267,1754
3.361616162,0.057916412,0.119849632,0.638888889,3.916666667,0.387022957,1,Conflict minerals law,Physical sciences,Earth science basics: General,209,1485
3.267759563,0.042117949,0.079398796,0.622009569,4.888888889,0.475282505,1,Five Dynasties and Ten Kingdoms period,History,East Asia_2,199,1337
1.803575184,0.090643957,0.210915871,0.543175487,2.964285714,0.32478075,1,Jane Fonda,People,United States_2,328,2143
1.831096197,0.047347883,0.122090791,0.571428571,4.333333333,0.410204435,1,Bono,People,Rock: General,285,1882
1.336032389,0.053680891,0.124161134,0.613970588,4.666666667,0.470078762,1,Conceptual art,Arts,Contemporary art,253,1730
2.009090909,0.051457963,0.093830895,0.592156863,4.692307692,0.457674296,1,Andes,Geography,Terrestrial features,232,1576
2.90613155,0.058592374,0.178083434,0.592814371,3.578947368,0.38597362,1,Chyna,People,Professional wrestling,304,2019
1.257575758,0.041767518,0.07769369,0.53894081,5.384615385,0.475599559,1,Enlil,Philosophy and religion,Mesopotamian mythology,300,1909
0.784727273,0.044103078,0.097367509,0.610909091,4.75,0.446394036,1,Doggerland,Geography,Seabed,249,1700
1.346955796,0.044095165,0.076747829,0.558232932,4.909090909,0.452804391,1,Cake,Everyday life,Food types,213,1426
1.525978408,0.050808573,0.093282557,0.583941606,3.785714286,0.429510365,1,Carl Lewis,People,Athletics,257,1633
1.845273632,0.060904164,0.112079685,0.579646018,4.076923077,0.405972714,1,Double-entry bookkeeping,Society and social sciences,Accounting,197,1412
2.104575163,0.103455669,0.22082902,0.625,2.894736842,0.295202679,1,Jean Nouvel,People,Architects,187,1292
1.933520599,0.066346367,0.14082072,0.53015873,3.611111111,0.354076463,1,"Crosby, Stills, Nash & Young",People,Rock: General,276,1799
0.939954163,0.044798273,0.086657329,0.518604651,4.888888889,0.447119415,1,Carlos Salinas de Gortari,People,Mexico_2,408,2766
4.386824905,0.054071462,0.137529445,0.511299435,4.941176471,0.408273285,1,Cato the Younger,People,Roman Republic,329,2121
1.585051546,0.053072241,0.122609907,0.597222222,4.454545455,0.417024772,1,Henry III of France,People,Monarchs,203,1254
2.874343434,0.044478154,0.085837261,0.549800797,4.636363636,0.511979785,1,Emperor angelfish,Biology and health sciences,Acanthomorpha,230,1556
0.984070796,0.064385753,0.180402254,0.596,3.333333333,0.369703226,1,Billy Wright (loyalist),People,Terrorism,237,1550
0.793918919,0.086776822,0.20119082,0.598214286,3,0.324636889,1,Daozang,Philosophy and religion,Books,205,1374
3.391304348,0.051009878,0.117787452,0.534818942,4.705882353,0.409271479,1,Congress of Berlin,History,Eastern Europe,346,2322
1.353582555,0.047613935,0.079793396,0.580912863,4.25,0.516886841,1,Gooseberry,Biology and health sciences,Berries,224,1421
1.239837398,0.063306628,0.138062327,0.585454545,3.75,0.421269327,1,Ali Abdullah Saleh,People,Yemen,244,1596
0.313677314,0.045565285,0.063368219,0.530120482,4.727272727,0.468162769,1,Jargon,Society and social sciences,Descriptive linguistics,208,1479
2.471267863,0.063315354,0.149503753,0.545126354,4.4375,0.366983841,1,Guadalupe Victoria,People,Mexico,276,1834
1.237324703,0.071896841,0.14669596,0.631355932,3,0.329121201,1,David Simon,People,"Showrunners, television writers and producers",220,1467
1.561230769,0.053968488,0.079832496,0.570934256,4.133333333,0.488167931,1,Channel Islands,Geography,Europe_3,270,1814
1.489427313,0.05968665,0.152720556,0.500948767,3.470588235,0.352084909,1,Civilization (series),Everyday life,US products,479,3286
1.173553719,0.072882307,0.187805556,0.600760456,3.529411765,0.328780542,1,Heath Ledger,People,Oceania,244,1588
1.739130435,0.037501293,0.099684071,0.585470085,5.444444444,0.471614594,1,John Bunyan,People,Europe_3,208,1391
1.713029827,0.048455415,0.097091235,0.541818182,5,0.488063342,1,Flag of South Korea,History,Asia,266,1711
1.746498599,0.050545932,0.086857484,0.603053435,4.615384615,0.465093594,1,Almoravid dynasty,History,Africa_3,253,1733
2.999441653,0.06186889,0.116500197,0.609865471,3.923076923,0.329032408,1,Harald Fairhair,People,Scandinavia,207,1337
1.783741613,0.042441617,0.081451039,0.532066508,4.823529412,0.472159635,1,Germany,Geography,Countries,390,2629
1.054545455,0.050453788,0.082293066,0.578512397,4.307692308,0.501357148,1,History of Galicia,History,Europe_2,248,1667
1.905744754,0.059960822,0.126840872,0.571052632,3.782608696,0.353770666,1,Durrani Empire,History,Central and Western Asia,373,2471
1.231568017,0.05837143,0.117456112,0.59832636,4.333333333,0.367348031,1,Cello Suites (Bach),Arts,Baroque,217,1488
2.476342371,0.042874542,0.108931069,0.47826087,4.947368421,0.436381017,1,Australopithecus sediba,Biology and health sciences,Australopithecines,435,2841
0.751994893,0.073183466,0.137742035,0.588014981,3.473684211,0.334657257,1,House of Romanov,History,Eastern Europe and Central_2,251,1694
1.488727273,0.062384673,0.183265193,0.583629893,4.3125,0.368848281,1,Bob Hawke,People,Prime ministers_2,263,1744
2.181265207,0.055715319,0.119083736,0.554817276,4.352941176,0.399648938,1,Crater Lake National Park,Geography,North America_4,291,1858
0.519286126,0.045665345,0.092454839,0.606481481,4.5,0.483169257,1,Babur,People,"Central Asia, Iran, Caucasus_2",198,1208
1.020634921,0.05853853,0.137772784,0.628019324,4,0.463810035,1,Interplanetary dust cloud,Physical sciences,Solar System,212,1435
1.593274112,0.035639744,0.070327365,0.569506726,5.125,0.478766659,1,Ghaznavids,History,Central Asia and Iran,201,1352
2.234908136,0.048755573,0.085548466,0.551236749,4.428571429,0.446145561,1,JPEG,Technology,File format,266,1757
0.542857143,0.056323919,0.120549466,0.628205128,4.076923077,0.395300063,1,Amtrak,Society and social sciences,Rail operators,215,1561
2.688292964,0.053109268,0.152843342,0.627329193,3.6875,0.329506607,1,Donald Trump,People,United States_2,311,2071
1.488372093,0.039161611,0.080357841,0.616161616,4.625,0.471409774,1,"Hartford, Connecticut",Geography,Northeast,192,1260
1.249885897,0.073626277,0.169952433,0.51810585,3.48,0.323159396,1,Giacomo Meyerbeer,People,Romantic,326,2243
0.937198068,0.04967345,0.164957987,0.64628821,4.181818182,0.375678658,1,Berkeley Open Infrastructure for Network Computing,Technology,Science,206,1585
3.323271323,0.043037507,0.097915858,0.54770318,4.916666667,0.422482783,1,Hyades (star cluster),Physical sciences,Other notable objects,272,1715
1.890514905,0.054260073,0.116117277,0.576419214,5.333333333,0.422354329,1,Daeva,Philosophy and religion,Legendary creatures,204,1390
1.871628209,0.047166695,0.098980349,0.545454545,4.388888889,0.473969243,1,French invasion of Russia,History,Eastern Europe,358,2385
0.584615385,0.056217751,0.099614995,0.637209302,5,0.468603458,1,Bulgars,History,Europe_4,195,1350
0.741304348,0.061407626,0.118658362,0.566666667,3.923076923,0.519352782,1,Greek Dark Ages,History,Europe_4,205,1381
1.110165485,0.051082054,0.161011113,0.549019608,4.5,0.365427062,1,Homo naledi,Biology and health sciences,Homo,248,1604
1.360366252,0.093952231,0.222471558,0.551083591,3.178571429,0.326198379,1,Fantasia (1940 film),Arts,Animation,283,1905
2.866032844,0.047646083,0.122564867,0.574193548,4.642857143,0.402142665,1,Kartikeya,Philosophy and religion,Hindu mythology,277,1875
2.428571429,0.0449633,0.095477019,0.498461538,4.642857143,0.483955532,1,Crystal oscillator,Technology,Functional circuits,310,2289
1.38042328,0.045330912,0.068381393,0.625592417,5.2,0.570184296,1,Guild,History,Post-classical: General,198,1429
1.696678322,0.06136879,0.15364558,0.588235294,4.285714286,0.38597166,1,Amoebozoa,Biology and health sciences,Other organisms,209,1552
1.69776323,0.051277744,0.120430261,0.597402597,4.1875,0.430570039,1,Khalid Sheikh Mohammed,People,Terrorism,293,1905
1.386178862,0.068063199,0.128018092,0.553191489,3.555555556,0.398519684,1,Aphra Behn,People,Early modern_3,258,1731
1.713402062,0.056526935,0.111515296,0.606481481,4,0.388352765,1,Belgae,History,Europe_4,211,1374
0.302941176,0.05631093,0.133079196,0.605263158,4,0.423868047,1,Ezekiel Kemboi,People,Athletics,194,1239
2.659219858,0.056754529,0.114318921,0.504761905,4.518518519,0.414397954,1,Eritrea,Geography,East Africa,495,3360
1.80420712,0.049049949,0.096092244,0.629310345,4.166666667,0.483284379,1,Forced displacement,Society and social sciences,Crimes against international law,223,1584
2.477669903,0.064489539,0.121956083,0.607142857,3.928571429,0.38031887,1,Deke Slayton,People,Space travelers,215,1345
1.267346939,0.044179639,0.102596084,0.63255814,5,0.481690873,1,Bra,Everyday life,Clothing and fashion,208,1376
1.254901961,0.057481028,0.096728837,0.593886463,4.076923077,0.438422989,1,FIBA Basketball World Cup,Everyday life,Team sports,230,1544
1.463924964,0.041348105,0.089419195,0.592334495,4.916666667,0.466140605,1,GSM,Technology,Networks,261,1809
1.433230769,0.047776872,0.092693667,0.578754579,5.615384615,0.538617862,1,Beauty,Philosophy and religion,Aesthetics,257,1781
